epoch,train_loss,val_loss,val_acc
1,0.496112197637558,0.9519546329975128,0.65
2,0.43069778084754945,0.7899265885353088,0.625
3,0.31661257147789,0.7509993314743042,0.675
4,0.31947140097618104,0.653604120016098,0.725
5,0.302558434009552,0.6063815951347351,0.725
6,0.2807262480258942,0.5945353209972382,0.7
7,0.3001122295856476,0.4683261662721634,0.825
8,0.28711387813091277,0.6714282780885696,0.75
9,0.23627882897853852,0.6390080749988556,0.675
10,0.25552871227264407,0.7052190601825714,0.75
11,0.21971867084503174,0.6088095307350159,0.75
12,0.27788800895214083,0.519374430179596,0.775
13,0.252166622877121,0.7495820075273514,0.8
14,0.2295066386461258,0.7943840026855469,0.7
15,0.191252264380455,0.6053598821163177,0.725
16,0.19236117452383042,0.39418041706085205,0.775
17,0.15141203999519348,0.6643945872783661,0.825
18,0.1757985457777977,0.3809548020362854,0.875
19,0.22898188829421998,0.4989109933376312,0.875
20,0.1669686496257782,0.41822029650211334,0.825
21,0.1948167234659195,0.37223008275032043,0.875
22,0.15318380296230316,0.40111832320690155,0.85
23,0.19386543929576874,0.6106249243021011,0.775
24,0.1899764895439148,0.5074133276939392,0.85
25,0.1598454475402832,0.3716409504413605,0.875
26,0.15342946201562882,0.5898593217134476,0.75
27,0.18680113255977632,0.5521137714385986,0.775
28,0.17933522462844848,0.3937370255589485,0.9
29,0.18432760536670684,0.5287604629993439,0.825
30,0.16648867577314377,0.5225386023521423,0.85
31,0.18377354145050048,0.363420695066452,0.85
32,0.17290904819965364,0.6908746361732483,0.775
33,0.2088911637663841,0.3174532800912857,0.85
34,0.17505792677402496,0.45466649532318115,0.775
35,0.1982525110244751,0.3312012106180191,0.9
36,0.1714116096496582,0.5478298366069794,0.8
37,0.19162490963935852,0.3639344722032547,0.9
38,0.17730773538351058,0.33586494624614716,0.875
39,0.1804671585559845,0.6403324007987976,0.775
40,0.16670214533805847,0.37424326688051224,0.925
41,0.15854108929634095,0.49626101553440094,0.75
42,0.18584318906068803,0.4730837494134903,0.825
43,0.1969429671764374,0.5279975086450577,0.85
44,0.1612805336713791,0.5312425643205643,0.775
45,0.17516870200634002,0.42564012110233307,0.85
46,0.16651769280433654,0.46761220693588257,0.85
47,0.15010030418634415,0.3526957333087921,0.85
48,0.19686881005764006,0.5585789382457733,0.775
49,0.15511874854564667,0.3011285811662674,0.875
50,0.15813175290822984,0.42370471358299255,0.775
