name,turnover,holding_period_days,concentration_hhi,buy_sell_symmetry,volatility_pref,ind_交通运输,ind_传媒,ind_公用事业,ind_农林牧渔,ind_化工,ind_医药生物,ind_商贸零售,ind_国防军工,ind_基础化工,ind_家用电器,ind_建筑材料,ind_建筑装饰,ind_房地产,ind_有色金属,ind_机械设备,ind_汽车,ind_煤炭,ind_环保,ind_电力设备,ind_电子,ind_石油石化,ind_社会服务,ind_纺织服饰,ind_综合,ind_美容护理,ind_计算机,ind_轻工制造,ind_通信,ind_钢铁,ind_银行,ind_非银金融,ind_食品饮料
sim_strat_0000,22.73081390554225,15.853342069280895,0.5779786311676891,0.6000952752192626,0.11223365253773247,1.31264263186411e-125,4.060151080839981e-24,1.1662858806212733e-170,5.600368981803348e-10,4.7658086899444944e-76,0.06170566602555591,5.111658493280377e-30,1.3685718946667738e-55,1.473310271679224e-87,1.2700135571112665e-45,1.6198854671420718e-12,6.74373696595833e-31,2.5807297366842738e-135,0.0314805621188431,1.7107561040122917e-18,2.3034381385196647e-93,2.2601368903404632e-148,1.0135672705840671e-60,0.12142697288108495,0.4126580764580888,0.002351564799500551,0.00010055746798974523,2.3748632995495568e-24,2.5318167706703006e-107,1.7899477158395958e-136,4.69571120702508e-43,3.5849605806655897e-10,3.7436383438103806e-57,4.086488856265099e-87,0.1745458875580967,0.19573071177068757,3.4355705351687903e-72
sim_strat_0001,18.59497397238785,15.130836207783611,0.07863072318737283,0.5468188029885866,0.09098695795023015,5.82381654540341e-09,0.07831449693498757,1.7307521453289671e-12,4.20070288787822e-08,6.269520300853171e-21,0.08054868855116971,0.008091367150533421,0.02750016959537698,0.017328292219855507,2.773825263720753e-38,9.533880750153354e-07,0.019641818162329655,0.01639225183529901,0.007263946847657566,0.05220138572097376,1.767918415201657e-06,1.2233164201647295e-80,0.0005185108658219412,0.07323257987708906,0.13099020369960462,0.0059055379817114905,0.07309451395416598,1.683258864064248e-09,2.506394808619392e-38,6.792408741767507e-08,0.38767726023191684,6.272984662587478e-17,0.0008701794482113222,0.0006198846648088318,6.99056103528277e-30,8.807236613202669e-16,0.019806073512073252
sim_strat_0002,16.248685268988677,12.602381549587742,0.07048672743877381,0.6745348471109034,0.10192359235902915,2.546331569600098e-85,0.023381289423799273,3.6106955948523196e-06,0.007799531825801934,3.00131833082728e-21,0.2649743319151485,0.0580984330051823,3.236467380009931e-06,0.0643361519966568,6.688455185943888e-08,0.0003560958657365172,6.617471193038147e-07,1.1015394750485482e-42,2.0148267691652296e-05,0.009806863088625935,0.13200748666721301,1.7945563817696993e-19,5.567017705322446e-27,0.004774471609845619,0.012546743185834302,0.00609033103559362,0.2657837330436789,0.0035107327825192945,1.4205781985952895e-80,0.0001037439929328748,0.005811770475805778,6.945096384281517e-17,0.0029794879269810994,3.0513232169671286e-05,3.6269637919424206e-16,3.486004529367078e-50,0.13758056486413653
sim_strat_0003,13.751547974048295,18.9747765131396,0.08285479694029274,0.4854184017559867,0.16997618154699473,0.00020707954189847706,0.13185724363411766,0.03356143758092005,0.029106881070663823,1.1622292676164788e-25,0.1489706977815302,4.946801082530486e-26,0.0011084389600121635,0.2499461336561703,5.543446080822356e-27,0.06021773246072614,0.06752330035405814,0.02842044963189648,1.982768352969409e-11,0.013471129806743254,0.013280594571567434,1.6509300345343708e-17,5.141241407210949e-103,0.00828022874639902,0.08839767107097549,0.00014168795505030077,0.0018182128164469286,0.014377154009934705,5.760731422796202e-08,6.700788758411674e-31,0.027707694840090415,0.013043971083665323,0.06163419264392561,0.006674109774977428,1.4749364190134353e-25,0.00024543326465667595,8.467116432396936e-06
sim_strat_0004,13.356349812023053,27.14486595195085,0.19755680211185297,0.44097400230328127,0.08598046699880513,2.4026729689053933e-22,1.8759552881664753e-130,1.6980527632073766e-28,0.6518791134682629,0.007549615084657714,0.2906382580189087,1.5245801298068563e-37,2.1806982834056338e-161,0.04889006578354485,1.2789676510004353e-40,2.363117697501715e-82,8.216502786056965e-28,8.070585685373004e-20,0.0008584912387539128,2.080886009858519e-27,1.6713985947032476e-39,1.2055695768432916e-46,5.703382846848575e-186,1.6512129921892205e-135,1.4438630699817591e-08,3.4141583730632314e-34,1.2650726722292038e-32,6.234236303007081e-78,9.613336730721012e-42,1.6722558507280648e-21,1.985022262233145e-44,1.2825881211490684e-31,6.424984447864625e-20,6.320719155525274e-117,1.9171023808085866e-159,0.00018320916066737598,1.2328065738741724e-06
sim_strat_0005,5.211133893360154,90.19809123669582,0.13773403439044904,0.485351952411457,0.27359306505713366,0.002499268785320998,1.9777229677353285e-72,2.8407775352115334e-101,4.303506520394115e-104,2.2800159416807117e-116,6.2535270730100255e-09,1.600631708323778e-10,0.9294700282229459,2.7554369791617625e-07,4.115479880076097e-11,1.0517301454761879e-76,6.241974745699961e-11,4.695113164916983e-40,1.3370287756085136e-12,0.0001001173647625553,0.03348678216737836,4.714114929949791e-14,2.836500639403736e-100,2.935616023419418e-31,0.033611229060126,1.362490828477313e-42,6.310264624590246e-06,3.456287251617035e-51,0.00082598206334141,1.504468579253737e-21,6.836836597161148e-55,7.714074562453683e-19,9.25319940349203e-12,1.3159915850662747e-105,1.3427836483663556e-125,4.1014190992440885e-37,4.33568705587879e-47
sim_strat_0006,19.05869511495965,14.644754817716485,0.08999835421415933,0.5142275979273759,0.21479498140140352,1.6124891730232138e-115,0.007607322539396647,7.50462784524015e-109,1.774716710529141e-05,1.034617260068327e-10,0.12978904804364783,5.22080429663781e-14,4.453954241316231e-08,0.002178578515912286,5.574903772846677e-06,1.8539043741010825e-32,1.2655568483895208e-34,3.196145398764866e-94,1.7987617207763192e-20,0.01743012007022567,0.003558889544360979,7.913566572278666e-08,1.0260744921650156e-06,0.07406601082449438,0.6215291347918384,5.9394446973979527e-36,0.0005933395955888117,3.313059362624106e-36,0.0006420973596835788,0.018658694369218447,0.018002521937217998,4.3650934522006065e-35,0.08270785032749661,0.007761210296221748,2.58247582605913e-17,1.2200388605872292e-52,0.015450709860604464
sim_strat_0007,178.85106979042772,0.45949409440852435,0.1398958878252946,0.5759612017827646,0.026981374951537684,0.12159959519937415,0.00043884435514638574,0.07521862254972397,3.821113596565461e-06,6.161045567399184e-40,1.6478568052027493e-08,0.015440953734510156,0.0035731948059206952,0.055908338124136286,7.96257123377022e-12,0.039935569696476485,3.404982692813824e-07,7.7634945587699e-05,5.61900165299354e-07,0.008949232687768274,0.0029822304153091996,1.5499416880742613e-27,0.001516244094245852,1.3989543731736022e-05,0.042636572609002416,5.4309180685693895e-08,2.668377362248557e-22,5.828823013339542e-07,2.287566401093689e-42,1.255041436803111e-05,0.0066581099422723476,1.7560696225723545e-05,0.030848201805307743,1.7543502683177616e-69,1.6237239825146067e-32,0.5941671771857404,5.10874854329431e-12
sim_strat_0008,17.863726275482783,16.93309576880443,0.19774872424678128,0.44262493245792406,0.1735549776481918,1.9399573165458125e-47,9.914798907656432e-34,1.1363200394241612e-77,3.6387975089742934e-140,0.9468290810530611,6.440232644552492e-05,7.568067760867582e-70,4.11884664318796e-31,0.00950370622818376,1.6256976446676619e-21,3.565860837004324e-07,1.0242754172954656e-122,1.16496493732699e-10,0.028980505569533316,1.9838807848195936e-44,3.4571021559873547e-22,8.637697956988364e-35,7.390763689238399e-145,5.652048464965605e-16,2.0969671818945245e-30,0.0146219481064207,1.1574138251386448e-28,2.731768425352925e-58,4.778521806710542e-171,8.756370657693884e-69,1.794387912195402e-93,5.899315666244978e-24,1.3774930905708648e-11,2.1581431004372344e-107,1.879395198451578e-24,8.631763180401198e-38,5.242233852693449e-56
sim_strat_0009,24.28490615312056,13.89577925508809,0.2656398521929974,0.4225751366192407,0.14889598916441027,5.953572079580719e-101,1.2402957153093834e-62,1.2330092121199821e-74,8.049584169467906e-78,2.7744995180425933e-111,0.8111775116729225,9.550483070383204e-42,5.4267859983724416e-08,1.4226176264956856e-60,3.3645146953789366e-19,3.7541030701545726e-27,5.248536739203254e-57,1.591467129689135e-74,7.779404549944258e-39,2.9005685014131654e-63,3.8422305298837105e-23,2.772646017012163e-25,1.7164592191004913e-33,2.8852458400248003e-130,1.1309802985842272e-17,0.037089655874685254,7.067201745472827e-11,2.260671210888139e-18,3.2045834117756245e-24,0.015400146978211978,0.13343914875935997,0.0028934789775186594,2.4623028051254613e-15,6.779875452134951e-76,9.916748417913474e-15,3.3873077231279505e-09,1.1449620616517765e-11
sim_strat_0010,7.704333170652906,44.32191653423081,0.21555057115458637,0.551703995311767,0.1227706231691795,5.867081487779713e-30,1.669974482733073e-07,1.2993570506812832e-10,3.4717921607348394e-44,6.667411741899392e-54,1.1103778634080986e-31,2.072706969338519e-06,2.73526475005061e-28,2.804404932103252e-22,0.000165138858783906,2.5413449001828594e-49,7.874967293501176e-12,4.1985151147488796e-29,3.965924576541699e-12,1.947940129337371e-52,1.166753579105007e-14,3.103847544563353e-26,1.5891788202767939e-07,2.294802429960906e-10,0.9997600313302233,8.790620017397503e-66,4.449120647959352e-16,1.110558446198821e-17,1.0428720314340711e-61,6.665905460377023e-76,3.227397214787804e-25,2.3854145961623745e-35,3.0310713430580443e-83,2.0812143796032614e-31,5.071151764547961e-176,7.243081742415493e-05,1.6380843641289177e-17
sim_strat_0011,3.926200195959975,56.20652429018855,0.07251887793947635,0.6374723761696275,0.4616855480948836,3.5388164328178804e-39,0.16272447204564316,1.5888159959944433e-36,0.04241848490811538,2.357959692602848e-92,0.1207591197617113,9.503284412910806e-25,2.005371487822031e-18,1.8302809706464336e-11,1.2834117329229266e-49,6.734431026520621e-29,5.622208740089654e-48,3.759810947602888e-15,2.386620608853392e-12,3.875212558071785e-06,3.580017165256156e-32,8.583901056237016e-06,1.5336341671784189e-25,0.04323303891872667,0.5552550205004548,2.0078317881268925e-14,1.3463228011790566e-06,4.429479164248052e-10,1.5821556070836746e-34,2.3565238141605445e-06,0.045203737059865697,5.8123595334944464e-30,0.028863531624786217,7.930895960954284e-83,2.1817973074125556e-08,0.0015264109388329066,4.8690695557477504e-21
sim_strat_0012,27.327954012474482,13.781284459124604,0.14733130586470702,0.4364868320104295,0.043651615023625384,0.13483077328665197,3.3621352509596327e-07,0.000718961734451723,0.021618753653929783,6.938563058529058e-42,0.008262835231690208,0.0009105464710632177,2.0867913406398512e-159,0.0039588729537481755,1.0264165874908867e-06,5.346733620062933e-15,0.030385847056234688,0.14102573660798248,1.3796409924727108e-27,7.008525893032877e-55,0.07300196624884883,1.2668248314993463e-06,6.351134996510901e-39,7.332525482288057e-59,0.013085056484949353,2.2632719576608957e-87,0.39972797708991065,0.0013266237059551106,2.522998919932141e-175,1.0930434535719279e-94,1.0384892098262427e-16,2.129517246299643e-20,2.6157208278142292e-70,3.783836663295036e-88,0.14751314600386034,0.02279881145447316,0.0008314625613006158
sim_strat_0013,6.109556538668432,51.2836258323793,0.07269904638973107,0.4643422994650734,0.09165585782842599,2.1918516498689164e-14,5.686003297841196e-110,0.0017813106024526122,9.913073240914664e-56,4.2475046422300624e-16,0.0575399929408954,0.017505723780441136,2.738478970515893e-15,0.028452112056692618,0.012744881460167362,9.88127224365179e-06,0.03307831996789672,0.001422175437025709,0.004729587946938033,0.05319945405794789,1.1340943292313193e-24,1.3599384437228062e-105,0.000837834885624046,0.004340897958442452,2.210360689151424e-28,0.0020579397455315236,0.007826735549857099,0.1537581667946295,8.338421504029043e-33,0.3692058921883483,3.190089410959206e-06,0.09942588118860836,4.1525749499360776e-76,1.3114503188036672e-05,2.0041421257119437e-17,3.453719444986199e-05,0.15203237037918346
